left,center,right,mask,steering
driving_model/sim_data/RGB\left_01577.png,driving_model/sim_data/RGB\center_01577.png,driving_model/sim_data/RGB\right_01577.png,driving_model/sim_data/masks\01577.png,0.021137695759534836
driving_model/sim_data/RGB\left_01578.png,driving_model/sim_data/RGB\center_01578.png,driving_model/sim_data/RGB\right_01578.png,driving_model/sim_data/masks\01578.png,0.021137695759534836
driving_model/sim_data/RGB\left_01579.png,driving_model/sim_data/RGB\center_01579.png,driving_model/sim_data/RGB\right_01579.png,driving_model/sim_data/masks\01579.png,0.021137695759534836
driving_model/sim_data/RGB\left_01580.png,driving_model/sim_data/RGB\center_01580.png,driving_model/sim_data/RGB\right_01580.png,driving_model/sim_data/masks\01580.png,0.021137695759534836
driving_model/sim_data/RGB\left_01581.png,driving_model/sim_data/RGB\center_01581.png,driving_model/sim_data/RGB\right_01581.png,driving_model/sim_data/masks\01581.png,0.021137695759534836
driving_model/sim_data/RGB\left_01582.png,driving_model/sim_data/RGB\center_01582.png,driving_model/sim_data/RGB\right_01582.png,driving_model/sim_data/masks\01582.png,0.021137695759534836
driving_model/sim_data/RGB\left_01583.png,driving_model/sim_data/RGB\center_01583.png,driving_model/sim_data/RGB\right_01583.png,driving_model/sim_data/masks\01583.png,0.021137695759534836
driving_model/sim_data/RGB\left_01584.png,driving_model/sim_data/RGB\center_01584.png,driving_model/sim_data/RGB\right_01584.png,driving_model/sim_data/masks\01584.png,0.021137695759534836
driving_model/sim_data/RGB\left_01585.png,driving_model/sim_data/RGB\center_01585.png,driving_model/sim_data/RGB\right_01585.png,driving_model/sim_data/masks\01585.png,0.021137695759534836
driving_model/sim_data/RGB\left_01586.png,driving_model/sim_data/RGB\center_01586.png,driving_model/sim_data/RGB\right_01586.png,driving_model/sim_data/masks\01586.png,0.022008230909705162
driving_model/sim_data/RGB\left_01587.png,driving_model/sim_data/RGB\center_01587.png,driving_model/sim_data/RGB\right_01587.png,driving_model/sim_data/masks\01587.png,0.020889172330498695
driving_model/sim_data/RGB\left_01588.png,driving_model/sim_data/RGB\center_01588.png,driving_model/sim_data/RGB\right_01588.png,driving_model/sim_data/masks\01588.png,0.0
driving_model/sim_data/RGB\left_01589.png,driving_model/sim_data/RGB\center_01589.png,driving_model/sim_data/RGB\right_01589.png,driving_model/sim_data/masks\01589.png,0.0
driving_model/sim_data/RGB\left_01590.png,driving_model/sim_data/RGB\center_01590.png,driving_model/sim_data/RGB\right_01590.png,driving_model/sim_data/masks\01590.png,0.0
driving_model/sim_data/RGB\left_01591.png,driving_model/sim_data/RGB\center_01591.png,driving_model/sim_data/RGB\right_01591.png,driving_model/sim_data/masks\01591.png,0.0
driving_model/sim_data/RGB\left_01592.png,driving_model/sim_data/RGB\center_01592.png,driving_model/sim_data/RGB\right_01592.png,driving_model/sim_data/masks\01592.png,0.0
driving_model/sim_data/RGB\left_01593.png,driving_model/sim_data/RGB\center_01593.png,driving_model/sim_data/RGB\right_01593.png,driving_model/sim_data/masks\01593.png,0.0
driving_model/sim_data/RGB\left_01594.png,driving_model/sim_data/RGB\center_01594.png,driving_model/sim_data/RGB\right_01594.png,driving_model/sim_data/masks\01594.png,0.0006155604496598244
driving_model/sim_data/RGB\left_01595.png,driving_model/sim_data/RGB\center_01595.png,driving_model/sim_data/RGB\right_01595.png,driving_model/sim_data/masks\01595.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_01596.png,driving_model/sim_data/RGB\center_01596.png,driving_model/sim_data/RGB\right_01596.png,driving_model/sim_data/masks\01596.png,0.0
driving_model/sim_data/RGB\left_01597.png,driving_model/sim_data/RGB\center_01597.png,driving_model/sim_data/RGB\right_01597.png,driving_model/sim_data/masks\01597.png,0.0
driving_model/sim_data/RGB\left_01598.png,driving_model/sim_data/RGB\center_01598.png,driving_model/sim_data/RGB\right_01598.png,driving_model/sim_data/masks\01598.png,0.0
driving_model/sim_data/RGB\left_01599.png,driving_model/sim_data/RGB\center_01599.png,driving_model/sim_data/RGB\right_01599.png,driving_model/sim_data/masks\01599.png,0.0006155604496598244
driving_model/sim_data/RGB\left_01600.png,driving_model/sim_data/RGB\center_01600.png,driving_model/sim_data/RGB\right_01600.png,driving_model/sim_data/masks\01600.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_01601.png,driving_model/sim_data/RGB\center_01601.png,driving_model/sim_data/RGB\right_01601.png,driving_model/sim_data/masks\01601.png,0.0
driving_model/sim_data/RGB\left_01602.png,driving_model/sim_data/RGB\center_01602.png,driving_model/sim_data/RGB\right_01602.png,driving_model/sim_data/masks\01602.png,0.0
driving_model/sim_data/RGB\left_01603.png,driving_model/sim_data/RGB\center_01603.png,driving_model/sim_data/RGB\right_01603.png,driving_model/sim_data/masks\01603.png,0.0
driving_model/sim_data/RGB\left_01604.png,driving_model/sim_data/RGB\center_01604.png,driving_model/sim_data/RGB\right_01604.png,driving_model/sim_data/masks\01604.png,0.0
driving_model/sim_data/RGB\left_01605.png,driving_model/sim_data/RGB\center_01605.png,driving_model/sim_data/RGB\right_01605.png,driving_model/sim_data/masks\01605.png,0.0
driving_model/sim_data/RGB\left_01606.png,driving_model/sim_data/RGB\center_01606.png,driving_model/sim_data/RGB\right_01606.png,driving_model/sim_data/masks\01606.png,0.0
driving_model/sim_data/RGB\left_01607.png,driving_model/sim_data/RGB\center_01607.png,driving_model/sim_data/RGB\right_01607.png,driving_model/sim_data/masks\01607.png,0.0
driving_model/sim_data/RGB\left_01608.png,driving_model/sim_data/RGB\center_01608.png,driving_model/sim_data/RGB\right_01608.png,driving_model/sim_data/masks\01608.png,0.0
driving_model/sim_data/RGB\left_01609.png,driving_model/sim_data/RGB\center_01609.png,driving_model/sim_data/RGB\right_01609.png,driving_model/sim_data/masks\01609.png,0.0
driving_model/sim_data/RGB\left_01610.png,driving_model/sim_data/RGB\center_01610.png,driving_model/sim_data/RGB\right_01610.png,driving_model/sim_data/masks\01610.png,0.0
driving_model/sim_data/RGB\left_01611.png,driving_model/sim_data/RGB\center_01611.png,driving_model/sim_data/RGB\right_01611.png,driving_model/sim_data/masks\01611.png,0.0
driving_model/sim_data/RGB\left_01612.png,driving_model/sim_data/RGB\center_01612.png,driving_model/sim_data/RGB\right_01612.png,driving_model/sim_data/masks\01612.png,0.0006155604496598244
driving_model/sim_data/RGB\left_01613.png,driving_model/sim_data/RGB\center_01613.png,driving_model/sim_data/RGB\right_01613.png,driving_model/sim_data/masks\01613.png,0.01843395084142685
driving_model/sim_data/RGB\left_01614.png,driving_model/sim_data/RGB\center_01614.png,driving_model/sim_data/RGB\right_01614.png,driving_model/sim_data/masks\01614.png,0.01781838946044445
driving_model/sim_data/RGB\left_01615.png,driving_model/sim_data/RGB\center_01615.png,driving_model/sim_data/RGB\right_01615.png,driving_model/sim_data/masks\01615.png,0.017378563061356544
driving_model/sim_data/RGB\left_01616.png,driving_model/sim_data/RGB\center_01616.png,driving_model/sim_data/RGB\right_01616.png,driving_model/sim_data/masks\01616.png,0.01755429618060589
driving_model/sim_data/RGB\left_01617.png,driving_model/sim_data/RGB\center_01617.png,driving_model/sim_data/RGB\right_01617.png,driving_model/sim_data/masks\01617.png,0.018169855698943138
driving_model/sim_data/RGB\left_01618.png,driving_model/sim_data/RGB\center_01618.png,driving_model/sim_data/RGB\right_01618.png,driving_model/sim_data/masks\01618.png,0.017994122579693794
driving_model/sim_data/RGB\left_01619.png,driving_model/sim_data/RGB\center_01619.png,driving_model/sim_data/RGB\right_01619.png,driving_model/sim_data/masks\01619.png,0.017994122579693794
driving_model/sim_data/RGB\left_01620.png,driving_model/sim_data/RGB\center_01620.png,driving_model/sim_data/RGB\right_01620.png,driving_model/sim_data/masks\01620.png,0.017994122579693794
driving_model/sim_data/RGB\left_01621.png,driving_model/sim_data/RGB\center_01621.png,driving_model/sim_data/RGB\right_01621.png,driving_model/sim_data/masks\01621.png,0.017994122579693794
driving_model/sim_data/RGB\left_01622.png,driving_model/sim_data/RGB\center_01622.png,driving_model/sim_data/RGB\right_01622.png,driving_model/sim_data/masks\01622.png,0.017994122579693794
driving_model/sim_data/RGB\left_01623.png,driving_model/sim_data/RGB\center_01623.png,driving_model/sim_data/RGB\right_01623.png,driving_model/sim_data/masks\01623.png,0.017994122579693794
driving_model/sim_data/RGB\left_01624.png,driving_model/sim_data/RGB\center_01624.png,driving_model/sim_data/RGB\right_01624.png,driving_model/sim_data/masks\01624.png,0.017994122579693794
driving_model/sim_data/RGB\left_01625.png,driving_model/sim_data/RGB\center_01625.png,driving_model/sim_data/RGB\right_01625.png,driving_model/sim_data/masks\01625.png,0.017994122579693794
driving_model/sim_data/RGB\left_01626.png,driving_model/sim_data/RGB\center_01626.png,driving_model/sim_data/RGB\right_01626.png,driving_model/sim_data/masks\01626.png,0.0
driving_model/sim_data/RGB\left_01627.png,driving_model/sim_data/RGB\center_01627.png,driving_model/sim_data/RGB\right_01627.png,driving_model/sim_data/masks\01627.png,0.0
driving_model/sim_data/RGB\left_01628.png,driving_model/sim_data/RGB\center_01628.png,driving_model/sim_data/RGB\right_01628.png,driving_model/sim_data/masks\01628.png,0.0
driving_model/sim_data/RGB\left_01629.png,driving_model/sim_data/RGB\center_01629.png,driving_model/sim_data/RGB\right_01629.png,driving_model/sim_data/masks\01629.png,0.0
driving_model/sim_data/RGB\left_01630.png,driving_model/sim_data/RGB\center_01630.png,driving_model/sim_data/RGB\right_01630.png,driving_model/sim_data/masks\01630.png,0.0
driving_model/sim_data/RGB\left_01631.png,driving_model/sim_data/RGB\center_01631.png,driving_model/sim_data/RGB\right_01631.png,driving_model/sim_data/masks\01631.png,0.0
driving_model/sim_data/RGB\left_01632.png,driving_model/sim_data/RGB\center_01632.png,driving_model/sim_data/RGB\right_01632.png,driving_model/sim_data/masks\01632.png,0.0
driving_model/sim_data/RGB\left_01633.png,driving_model/sim_data/RGB\center_01633.png,driving_model/sim_data/RGB\right_01633.png,driving_model/sim_data/masks\01633.png,0.0
driving_model/sim_data/RGB\left_01634.png,driving_model/sim_data/RGB\center_01634.png,driving_model/sim_data/RGB\right_01634.png,driving_model/sim_data/masks\01634.png,0.0
driving_model/sim_data/RGB\left_01635.png,driving_model/sim_data/RGB\center_01635.png,driving_model/sim_data/RGB\right_01635.png,driving_model/sim_data/masks\01635.png,0.0
driving_model/sim_data/RGB\left_01636.png,driving_model/sim_data/RGB\center_01636.png,driving_model/sim_data/RGB\right_01636.png,driving_model/sim_data/masks\01636.png,0.0
driving_model/sim_data/RGB\left_01637.png,driving_model/sim_data/RGB\center_01637.png,driving_model/sim_data/RGB\right_01637.png,driving_model/sim_data/masks\01637.png,0.0006155604496598244
driving_model/sim_data/RGB\left_01638.png,driving_model/sim_data/RGB\center_01638.png,driving_model/sim_data/RGB\right_01638.png,driving_model/sim_data/masks\01638.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_01639.png,driving_model/sim_data/RGB\center_01639.png,driving_model/sim_data/RGB\right_01639.png,driving_model/sim_data/masks\01639.png,0.0
driving_model/sim_data/RGB\left_01640.png,driving_model/sim_data/RGB\center_01640.png,driving_model/sim_data/RGB\right_01640.png,driving_model/sim_data/masks\01640.png,0.0
driving_model/sim_data/RGB\left_01641.png,driving_model/sim_data/RGB\center_01641.png,driving_model/sim_data/RGB\right_01641.png,driving_model/sim_data/masks\01641.png,0.0
driving_model/sim_data/RGB\left_01642.png,driving_model/sim_data/RGB\center_01642.png,driving_model/sim_data/RGB\right_01642.png,driving_model/sim_data/masks\01642.png,0.0
driving_model/sim_data/RGB\left_01643.png,driving_model/sim_data/RGB\center_01643.png,driving_model/sim_data/RGB\right_01643.png,driving_model/sim_data/masks\01643.png,0.0
driving_model/sim_data/RGB\left_01644.png,driving_model/sim_data/RGB\center_01644.png,driving_model/sim_data/RGB\right_01644.png,driving_model/sim_data/masks\01644.png,0.0
driving_model/sim_data/RGB\left_01645.png,driving_model/sim_data/RGB\center_01645.png,driving_model/sim_data/RGB\right_01645.png,driving_model/sim_data/masks\01645.png,0.0006155604496598244
driving_model/sim_data/RGB\left_01646.png,driving_model/sim_data/RGB\center_01646.png,driving_model/sim_data/RGB\right_01646.png,driving_model/sim_data/masks\01646.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_01647.png,driving_model/sim_data/RGB\center_01647.png,driving_model/sim_data/RGB\right_01647.png,driving_model/sim_data/masks\01647.png,0.0
driving_model/sim_data/RGB\left_01648.png,driving_model/sim_data/RGB\center_01648.png,driving_model/sim_data/RGB\right_01648.png,driving_model/sim_data/masks\01648.png,0.0
driving_model/sim_data/RGB\left_01649.png,driving_model/sim_data/RGB\center_01649.png,driving_model/sim_data/RGB\right_01649.png,driving_model/sim_data/masks\01649.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01650.png,driving_model/sim_data/RGB\center_01650.png,driving_model/sim_data/RGB\right_01650.png,driving_model/sim_data/masks\01650.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01651.png,driving_model/sim_data/RGB\center_01651.png,driving_model/sim_data/RGB\right_01651.png,driving_model/sim_data/masks\01651.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01652.png,driving_model/sim_data/RGB\center_01652.png,driving_model/sim_data/RGB\right_01652.png,driving_model/sim_data/masks\01652.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01653.png,driving_model/sim_data/RGB\center_01653.png,driving_model/sim_data/RGB\right_01653.png,driving_model/sim_data/masks\01653.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01654.png,driving_model/sim_data/RGB\center_01654.png,driving_model/sim_data/RGB\right_01654.png,driving_model/sim_data/masks\01654.png,-0.011003213003277779
driving_model/sim_data/RGB\left_01655.png,driving_model/sim_data/RGB\center_01655.png,driving_model/sim_data/RGB\right_01655.png,driving_model/sim_data/masks\01655.png,-0.01021191943436861
driving_model/sim_data/RGB\left_01656.png,driving_model/sim_data/RGB\center_01656.png,driving_model/sim_data/RGB\right_01656.png,driving_model/sim_data/masks\01656.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01657.png,driving_model/sim_data/RGB\center_01657.png,driving_model/sim_data/RGB\right_01657.png,driving_model/sim_data/masks\01657.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01658.png,driving_model/sim_data/RGB\center_01658.png,driving_model/sim_data/RGB\right_01658.png,driving_model/sim_data/masks\01658.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01659.png,driving_model/sim_data/RGB\center_01659.png,driving_model/sim_data/RGB\right_01659.png,driving_model/sim_data/masks\01659.png,-0.010387652553617954
driving_model/sim_data/RGB\left_01660.png,driving_model/sim_data/RGB\center_01660.png,driving_model/sim_data/RGB\right_01660.png,driving_model/sim_data/masks\01660.png,0.0
driving_model/sim_data/RGB\left_01661.png,driving_model/sim_data/RGB\center_01661.png,driving_model/sim_data/RGB\right_01661.png,driving_model/sim_data/masks\01661.png,0.0
driving_model/sim_data/RGB\left_01662.png,driving_model/sim_data/RGB\center_01662.png,driving_model/sim_data/RGB\right_01662.png,driving_model/sim_data/masks\01662.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_01663.png,driving_model/sim_data/RGB\center_01663.png,driving_model/sim_data/RGB\right_01663.png,driving_model/sim_data/masks\01663.png,0.00017573311924934387
driving_model/sim_data/RGB\left_01664.png,driving_model/sim_data/RGB\center_01664.png,driving_model/sim_data/RGB\right_01664.png,driving_model/sim_data/masks\01664.png,0.0
driving_model/sim_data/RGB\left_01665.png,driving_model/sim_data/RGB\center_01665.png,driving_model/sim_data/RGB\right_01665.png,driving_model/sim_data/masks\01665.png,0.0
driving_model/sim_data/RGB\left_01666.png,driving_model/sim_data/RGB\center_01666.png,driving_model/sim_data/RGB\right_01666.png,driving_model/sim_data/masks\01666.png,0.0
